transaction date,transaction number,product type,product scent,product size,cash or card,loyalty number,customer name,loyalty tier,loyalty discount,quantity,sales before discount,sales after discount,profit
2024-02-05,50224028.0,Bar,Vanilla Bean,2x,Card,,,,0.0,4.0,27.44,27.44,8.44
2024-02-05,50224028.0,Liquid,Fresh Rain,1L,Card,,,,0.0,2.0,16.3,16.3,7.38
2024-02-05,50224029.0,Bar,Rose Garden,2x,Cash,1004122.0,Phillida Panchin,Silver,0.1,2.0,6.34,5.71,-0.19
2024-02-05,50224030.0,Bar,Rose Garden,4x,Cash,,,,0.0,3.0,25.11,25.11,8.37
2024-02-05,50224030.0,Liquid,Fresh Rain,1L,Cash,,,,0.0,2.0,16.3,16.3,7.38
2024-02-05,50224031.0,Bar,Fresh Rain,4x,Card,1009530.0,Ryon Mcgoogan,Silver,0.1,1.0,4.28,3.85,0.47
2024-02-05,50224031.0,Liquid,Cedarwood Forest,1L,Card,1009530.0,Ryon Mcgoogan,Silver,0.1,2.0,13.52,12.17,1.65
2024-02-05,50224032.0,Bar,Cedarwood Forest,1x,Cash,,,,0.0,1.0,2.18,2.18,1.07
2024-02-05,50224033.0,Liquid,Rose Garden,1L,Cash,,,,0.0,1.0,11.85,11.85,4.5
2024-02-05,50224033.0,Liquid,Vanilla Bean,1L,Cash,,,,0.0,2.0,25.0,25.0,1.3
2024-02-05,50224034.0,Liquid,Sandalwood Spice,1L,Card,,,,0.0,1.0,13.19,13.19,3.52
2024-02-05,50224035.0,Liquid,Coconut Dream,0.25L,Card,,,,0.0,1.0,2.38,2.38,0.65
2024-02-05,50224036.0,Liquid,Sandalwood Spice,0.25L,Cash,1008208.0,Josie Dohms,Bronze,0.05,4.0,17.0,16.15,6.35
2024-02-05,50224036.0,Liquid,Eucalyptus Mint,0.5L,Cash,1008208.0,Josie Dohms,Bronze,0.05,1.0,8.88,8.44,3.93
2024-02-05,50224037.0,Bar,Rose Garden,1x,Card,1000255.0,Fayre Getley,Gold,0.15,2.0,4.9,4.16,1.06
2024-02-05,50224037.0,Bar,Rose Garden,1x,Card,1000255.0,Fayre Getley,Gold,0.15,2.9999999999999996,7.35,6.25,1.6
2024-02-05,50224037.0,Bar,Coconut Dream,1x,Card,1000255.0,Fayre Getley,Gold,0.15,1.0,2.74,2.33,0.89
2024-02-05,50224038.0,Bar,Cedarwood Forest,1x,Cash,,,,0.0,1.0,2.18,2.18,1.07
2024-02-05,50224038.0,Liquid,Lavender Fields,0.25L,Cash,,,,0.0,3.0000000000000004,6.9,6.9,2.4
2024-02-05,50224039.0,Liquid,Ocean Mist,0.5L,Card,1007512.0,Man Deegan,Silver,0.1,5.0,14.55,13.1,5.2
2024-02-05,50224039.0,Liquid,Vanilla Bean,1L,Card,1007512.0,Man Deegan,Silver,0.1,3.0,37.5,33.75,-1.8
2024-02-05,50224039.0,Liquid,Vanilla Bean,1L,Card,1007512.0,Man Deegan,Silver,0.1,2.0,25.0,22.5,-1.2
2024-02-05,50224040.0,Bar,Eucalyptus Mint,1x,Card,1004974.0,Timmie Novik,Silver,0.1,3.0,10.47,9.42,3.75
2024-02-05,50224040.0,Liquid,Vanilla Bean,0.5L,Card,1004974.0,Timmie Novik,Silver,0.1,4.0,29.4,26.46,2.58
2024-02-05,50224041.0,Bar,Lavender Fields,2x,Card,1002348.0,Godfry Macneillie,Bronze,0.05,3.0,7.23,6.87,-0.27
2024-02-05,50224042.0,Liquid,Fresh Rain,0.25L,Cash,1002932.0,Maxi Kilbourn,Bronze,0.05,1.0,1.43,1.36,0.23
2024-02-05,50224042.0,Liquid,Cedarwood Forest,1L,Cash,1002932.0,Maxi Kilbourn,Bronze,0.05,1.0,6.76,6.42,1.16
2024-02-05,50224043.0,Bar,Sandalwood Spice,4x,Card,1001892.0,Egbert Ubanks,Gold,0.15,4.0,31.96,27.17,-2.19
2024-02-05,50224043.0,Liquid,Citrus Breeze,0.25L,Card,1001892.0,Egbert Ubanks,Gold,0.15,4.0,5.84,4.96,1.36
2024-02-05,50224044.0,Bar,Sandalwood Spice,1x,Cash,1000082.0,Wynnie Farreil,Silver,0.1,1.0,3.75,3.38,1.34
2024-02-05,50224044.0,Liquid,Cedarwood Forest,0.25L,Cash,1000082.0,Wynnie Farreil,Silver,0.1,5.0,7.8,7.02,0.37
2024-02-05,50224045.0,Liquid,Eucalyptus Mint,0.25L,Card,,,,0.0,4.0,18.0,18.0,8.92
2024-02-05,50224046.0,Bar,Cedarwood Forest,2x,Card,1005205.0,Con Pabst,Bronze,0.05,3.0000000000000004,9.15,8.69,2.36
2024-02-05,50224046.0,Liquid,Fresh Rain,0.25L,Card,1005205.0,Con Pabst,Bronze,0.05,5.000000000000001,7.15,6.79,1.14
2024-02-05,50224046.0,Liquid,Cedarwood Forest,1L,Card,1005205.0,Con Pabst,Bronze,0.05,5.0,33.8,32.11,5.81
2024-02-05,50224047.0,Bar,Citrus Breeze,2x,Card,,,,0.0,4.0,8.08,8.08,2.4
2024-02-05,50224047.0,Liquid,Fresh Rain,0.5L,Card,,,,0.0,1.0,2.25,2.25,0.01
2024-02-05,50224048.0,Liquid,Citrus Breeze,0.5L,Card,1005527.0,Bette King,,0.0,2.0,4.96,4.96,1.38
2024-02-05,50224049.0,Bar,Eucalyptus Mint,1x,Cash,1003201.0,Sax Petru,Bronze,0.05,4.0,13.96,13.26,5.7
2024-02-05,50224049.0,Bar,Vanilla Bean,1x,Cash,1003201.0,Sax Petru,Bronze,0.05,2.0,7.28,6.92,1.92
2024-02-05,50224049.0,Liquid,Lavender Fields,0.25L,Cash,1003201.0,Sax Petru,Bronze,0.05,3.0000000000000004,6.9,6.56,2.06
2024-02-05,50224050.0,Liquid,Citrus Breeze,0.25L,Cash,,,,0.0,1.0,1.46,1.46,0.56
2024-02-05,50224050.0,Liquid,Ocean Mist,1L,Cash,,,,0.0,4.0,18.36,18.36,5.84
2024-02-05,50224051.0,Liquid,Rose Garden,1L,Cash,1007661.0,Montgomery Vanelli,Bronze,0.05,3.0,35.55,33.77,11.72
2024-02-05,50224052.0,Bar,Lavender Fields,1x,Card,,,,0.0,2.0,3.54,3.54,1.04
2024-02-05,50224052.0,Bar,Rose Garden,2x,Card,,,,0.0,5.0,15.85,15.85,1.1
2024-02-05,50224053.0,Bar,Rose Garden,1x,Card,1003259.0,Josy Sang,,0.0,2.9999999999999996,7.35,7.35,2.7
2024-02-05,50224054.0,Bar,Ocean Mist,1x,Card,1008871.0,Neall Curry,Gold,0.15,3.0,3.6,3.06,1.08
2024-02-05,50224054.0,Bar,Ocean Mist,2x,Card,1008871.0,Neall Curry,Gold,0.15,1.0,2.04,1.73,0.48
2024-02-05,50224055.0,Liquid,Rose Garden,0.25L,Cash,,,,0.0,4.0,7.6,7.6,0.16
2024-02-05,50224056.0,Liquid,Vanilla Bean,0.5L,Card,1004376.0,Dalli Killingback,Gold,0.15,2.0,14.7,12.5,0.56
2024-02-06,60224001.0,Bar,Vanilla Bean,4x,Cash,1007943.0,Georgiana Waddell,,0.0,1.0,17.74,17.74,8.74
2024-02-06,60224002.0,Bar,Vanilla Bean,4x,Cash,1004060.0,Eliot Osipov,Silver,0.1,2.0,35.48,31.93,13.93
2024-02-06,60224002.0,Liquid,Lavender Fields,0.25L,Cash,1004060.0,Eliot Osipov,Silver,0.1,2.0,4.6,4.14,1.14
2024-02-06,60224003.0,Bar,Lavender Fields,4x,Card,1003801.0,Dianne Wheowall,Bronze,0.05,1.0,5.1,4.84,0.34
2024-02-06,60224003.0,Liquid,Ocean Mist,0.5L,Card,1003801.0,Dianne Wheowall,Bronze,0.05,3.0,8.73,8.29,3.55
2024-02-06,60224004.0,Bar,Vanilla Bean,2x,Card,1000997.0,Curt Hanburry,,0.0,4.999999999999999,34.3,34.3,10.55
2024-02-06,60224004.0,Liquid,Citrus Breeze,0.5L,Card,1000997.0,Curt Hanburry,,0.0,5.0,12.4,12.4,3.45
2024-02-06,60224005.0,Bar,Lavender Fields,1x,Cash,1007551.0,Patty Tregea,Gold,0.15,2.9999999999999996,5.31,4.51,0.76
2024-02-06,60224005.0,Bar,Sandalwood Spice,2x,Cash,1007551.0,Patty Tregea,Gold,0.15,5.0,37.85,32.17,12.77
2024-02-06,60224005.0,Liquid,Fresh Rain,1L,Cash,1007551.0,Patty Tregea,Gold,0.15,3.0,24.45,20.78,7.4
2024-02-06,60224006.0,Bar,Fresh Rain,1x,Card,1006631.0,Baryram Cleevely,Bronze,0.05,2.0,3.22,3.06,1.18
2024-02-06,60224006.0,Bar,Lavender Fields,4x,Card,1006631.0,Baryram Cleevely,Bronze,0.05,1.0,5.1,4.84,0.34
2024-02-06,60224007.0,Bar,Eucalyptus Mint,4x,Cash,1007864.0,Elizabet Silk,Bronze,0.05,2.9999999999999996,24.9,23.65,3.25
2024-02-06,60224007.0,Liquid,Fresh Rain,0.5L,Cash,1007864.0,Elizabet Silk,Bronze,0.05,1.0,2.25,2.14,-0.1
2024-02-06,60224008.0,Liquid,Vanilla Bean,1L,Cash,1002617.0,Alfred Swidenbank,Bronze,0.0,3.0,37.5,37.5,1.95
2024-02-06,60224008.0,Liquid,Vanilla Bean,1L,Cash,1002617.0,Alfred Swidenbank,Bronze,0.0,1.0,12.5,12.5,0.65
2024-02-06,60224009.0,Bar,Citrus Breeze,1x,Card,,,,0.0,3.0,2.43,2.43,0.18
2024-02-06,60224009.0,Liquid,Eucalyptus Mint,0.5L,Card,,,,0.0,2.0,17.76,17.76,8.74
2024-02-06,60224010.0,Bar,Ocean Mist,4x,Cash,,,,0.0,1.0,4.65,4.65,2.27
2024-02-06,60224010.0,Liquid,Eucalyptus Mint,0.5L,Cash,,,,0.0,4.0,35.52,35.52,17.48
2024-02-06,60224011.0,Bar,Coconut Dream,1x,Cash,1003288.0,Lynnea Webland,Gold,0.15,2.0,5.48,4.66,1.78
2024-02-06,60224011.0,Bar,Eucalyptus Mint,2x,Cash,1003288.0,Lynnea Webland,Gold,0.15,4.999999999999999,31.15,26.48,8.53
2024-02-06,60224012.0,Bar,Sandalwood Spice,2x,Cash,,,,0.0,5.0,37.85,37.85,18.45
2024-02-06,60224013.0,Bar,Sandalwood Spice,4x,Card,,,,0.0,4.0,31.96,31.96,2.6
2024-02-06,60224014.0,Liquid,Rose Garden,1L,Card,,,,0.0,3.0,35.55,35.55,13.5
2024-02-06,60224015.0,Liquid,Coconut Dream,0.25L,Card,,,,0.0,1.0,2.38,2.38,0.65
2024-02-06,60224016.0,Liquid,Fresh Rain,0.25L,Card,,,,0.0,4.0,5.72,5.72,1.2
2024-02-06,60224016.0,Liquid,Sandalwood Spice,0.5L,Card,,,,0.0,1.0,9.56,9.56,4.69
2024-02-06,60224017.0,Liquid,Ocean Mist,1L,Card,1006802.0,Celisse Thomason,,0.0,2.0,9.18,9.18,2.92
2024-02-06,60224018.0,Bar,Citrus Breeze,2x,Card,1001827.0,Eamon Rentcome,Silver,0.1,3.0,6.06,5.45,1.19
2024-02-06,60224018.0,Bar,Cedarwood Forest,2x,Card,1001827.0,Eamon Rentcome,Silver,0.1,1.0,3.05,2.74,0.63
2024-02-06,60224018.0,Bar,Fresh Rain,4x,Card,1001827.0,Eamon Rentcome,Silver,0.1,1.0,4.28,3.85,0.47
2024-02-06,60224019.0,Liquid,Cedarwood Forest,1L,Card,1000598.0,Sarina Andree,Silver,0.1,4.0,27.04,24.34,3.3
2024-02-06,60224020.0,Bar,Fresh Rain,4x,Card,1006248.0,Patty Gobell,Gold,0.15,4.0,17.12,14.55,1.03
2024-02-06,60224020.0,Liquid,Lavender Fields,0.25L,Card,1006248.0,Patty Gobell,Gold,0.15,1.0,2.3,1.95,0.45
2024-02-06,60224020.0,Liquid,Vanilla Bean,0.25L,Card,1006248.0,Patty Gobell,Gold,0.15,1.0,4.61,3.92,0.92
2024-02-06,60224021.0,Bar,Cedarwood Forest,1x,Card,,,,0.0,5.0,10.9,10.9,5.35
2024-02-06,60224021.0,Bar,Citrus Breeze,4x,Card,,,,0.0,5.000000000000001,20.3,20.3,6.8
2024-02-06,60224021.0,Liquid,Citrus Breeze,0.5L,Card,,,,0.0,1.0,2.48,2.48,0.69
2024-02-06,60224022.0,Liquid,Eucalyptus Mint,0.25L,Card,,,,0.0,4.0,18.0,18.0,8.92
2024-02-06,60224022.0,Liquid,Lavender Fields,0.5L,Card,,,,0.0,3.0,14.85,14.85,5.88
2024-02-06,60224023.0,Bar,Ocean Mist,2x,Card,1006229.0,Coletta Hornig,,0.0,1.0,2.04,2.04,0.79
2024-02-06,60224023.0,Bar,Coconut Dream,2x,Card,1006229.0,Coletta Hornig,,0.0,5.0,21.6,21.6,7.9
2024-02-06,60224024.0,Bar,Lavender Fields,4x,Card,1001749.0,Shae O'callaghan,,0.0,1.0,5.1,5.1,0.6
2024-02-06,60224024.0,Liquid,Sandalwood Spice,0.5L,Card,1001749.0,Shae O'callaghan,,0.0,4.999999999999999,47.8,47.8,23.45
2024-02-06,60224025.0,Bar,Ocean Mist,2x,Card,,,,0.0,5.0,10.2,10.2,3.95
2024-02-06,60224025.0,Liquid,Vanilla Bean,1L,Card,,,,0.0,4.0,50.0,50.0,2.6
2024-02-06,60224026.0,Bar,Sandalwood Spice,1x,Cash,1005279.0,Charmane Labba,Silver,0.1,4.0,15.0,13.5,5.34
2024-02-06,60224026.0,Liquid,Rose Garden,0.25L,Cash,1005279.0,Charmane Labba,Silver,0.1,5.0,9.5,8.55,-0.75
2024-02-06,60224027.0,Bar,Fresh Rain,4x,Cash,1004688.0,Marybeth Springer,Silver,0.1,3.0,12.84,11.56,1.42
2024-02-06,60224028.0,Liquid,Ocean Mist,0.25L,Card,1001071.0,Calypso Polle,Silver,0.1,4.0,6.2,5.58,2.42
2024-02-06,60224028.0,Liquid,Lavender Fields,1L,Card,1001071.0,Calypso Polle,Silver,0.1,3.0,24.27,21.84,4.05
2024-02-06,60224029.0,Bar,Eucalyptus Mint,1x,Cash,,,,0.0,4.0,13.96,13.96,6.4
2024-02-06,60224029.0,Liquid,Fresh Rain,0.25L,Cash,,,,0.0,1.0,1.43,1.43,0.3
2024-02-06,60224030.0,Bar,Citrus Breeze,2x,Card,1001331.0,Karl Biles,Silver,0.1,5.0,10.1,9.09,1.99
2024-02-06,60224030.0,Liquid,Coconut Dream,0.25L,Card,1001331.0,Karl Biles,Silver,0.1,5.0,11.9,10.71,2.06
2024-02-06,60224030.0,Liquid,Fresh Rain,0.5L,Card,1001331.0,Karl Biles,Silver,0.1,5.0,11.25,10.12,-1.08
2024-02-06,60224031.0,Liquid,Coconut Dream,0.25L,Card,,,,0.0,5.0,11.9,11.9,3.25
2024-02-06,60224032.0,Liquid,Lavender Fields,0.25L,Cash,1000737.0,Jordan Doidge,Bronze,0.05,2.0,4.6,4.37,1.37
2024-02-06,60224032.0,Liquid,Lavender Fields,1L,Cash,1000737.0,Jordan Doidge,Bronze,0.05,2.0,16.18,15.37,3.51
2024-02-06,60224033.0,Bar,Citrus Breeze,4x,Cash,1008791.0,Leighton Riggeard,,0.0,4.0,16.24,16.24,5.44
2024-02-06,60224034.0,Bar,Citrus Breeze,2x,Card,1005783.0,Angus Crutchley,Gold,0.15,5.0,10.1,8.58,1.48
2024-02-06,60224035.0,Bar,Sandalwood Spice,1x,Cash,1004832.0,Zsa zsa Sterte,Gold,0.15,4.0,15.0,12.75,4.59
2024-02-06,60224035.0,Bar,Rose Garden,2x,Cash,1004832.0,Zsa zsa Sterte,Gold,0.15,2.0,6.34,5.39,-0.51
2024-02-06,60224036.0,Liquid,Fresh Rain,1L,Cash,,,,0.0,2.0,16.3,16.3,7.38
2024-02-06,60224037.0,Liquid,Coconut Dream,1L,Cash,1005933.0,Akim Tribble,Silver,0.1,2.0,15.0,13.5,-0.16
2024-02-06,60224038.0,Liquid,Lavender Fields,0.5L,Cash,,,,0.0,5.0,24.75,24.75,9.8
2024-02-06,60224039.0,Bar,Coconut Dream,2x,Cash,1002240.0,Dolli Pockey,Bronze,0.05,2.0,8.64,8.21,2.73
2024-02-06,60224039.0,Liquid,Coconut Dream,0.25L,Cash,1002240.0,Dolli Pockey,Bronze,0.05,2.0,4.76,4.52,1.06
2024-02-06,60224039.0,Liquid,Fresh Rain,1L,Cash,1002240.0,Dolli Pockey,Bronze,0.05,2.0,16.3,15.48,6.56
2024-02-06,60224040.0,Liquid,Citrus Breeze,0.5L,Cash,1005968.0,Emelita Somerfield,Bronze,0.05,2.0,4.96,4.71,1.13
2024-02-06,60224040.0,Liquid,Sandalwood Spice,1L,Cash,1005968.0,Emelita Somerfield,Bronze,0.05,5.0,65.95,62.65,14.3
2024-02-06,60224041.0,Bar,Citrus Breeze,1x,Cash,1005804.0,Allister Howells,Bronze,0.05,1.0,0.81,0.77,0.02
2024-02-06,60224041.0,Bar,Eucalyptus Mint,4x,Cash,1005804.0,Allister Howells,Bronze,0.05,1.0,8.3,7.89,1.09
2024-02-06,60224041.0,Liquid,Lavender Fields,0.25L,Cash,1005804.0,Allister Howells,Bronze,0.05,1.0,2.3,2.18,0.68
2024-02-06,60224042.0,Liquid,Lavender Fields,1L,Cash,1005453.0,Robina Padson,Silver,0.1,1.0,8.09,7.28,1.35
2024-02-06,60224043.0,Bar,Eucalyptus Mint,1x,Cash,1003424.0,Emmalyn Sidsaff,Gold,0.15,2.0,6.98,5.93,2.15
2024-02-06,60224043.0,Bar,Sandalwood Spice,1x,Cash,1003424.0,Emmalyn Sidsaff,Gold,0.15,3.0,11.25,9.56,3.44
2024-02-06,60224043.0,Bar,Ocean Mist,4x,Cash,1003424.0,Emmalyn Sidsaff,Gold,0.15,1.0,4.65,3.95,1.57
2024-02-06,60224044.0,Bar,Citrus Breeze,2x,Cash,1005385.0,Dewain Lefley,Silver,0.1,5.0,10.1,9.09,1.99
2024-02-06,60224044.0,Liquid,Fresh Rain,0.25L,Cash,1005385.0,Dewain Lefley,Silver,0.1,4.0,5.72,5.15,0.63
2024-02-06,60224044.0,Liquid,Fresh Rain,0.5L,Cash,1005385.0,Dewain Lefley,Silver,0.1,5.0,11.25,10.12,-1.08
2024-02-06,60224045.0,Bar,Rose Garden,1x,Cash,1008123.0,Betty Greaterex,Bronze,0.05,2.0,4.9,4.66,1.56
2024-02-06,60224045.0,Bar,Vanilla Bean,4x,Cash,1008123.0,Betty Greaterex,Bronze,0.05,1.0,17.74,16.85,7.85
2024-02-06,60224045.0,Liquid,Cedarwood Forest,1L,Cash,1008123.0,Betty Greaterex,Bronze,0.05,1.0,6.76,6.42,1.16
2024-02-06,60224046.0,Bar,Coconut Dream,4x,Cash,1001311.0,Sholom Feore,Bronze,0.05,1.0,9.63,9.15,3.97
2024-02-06,60224047.0,Bar,Ocean Mist,4x,Cash,,,,0.0,1.0,4.65,4.65,2.27
2024-02-06,60224047.0,Liquid,Rose Garden,1L,Cash,,,,0.0,4.0,47.4,47.4,18.0
2024-02-06,60224048.0,Bar,Lavender Fields,4x,Card,1002439.0,Stefanie Hakes,,0.0,1.0,5.1,5.1,0.6
2024-02-06,60224048.0,Liquid,Vanilla Bean,0.25L,Card,1002439.0,Stefanie Hakes,,0.0,5.0,23.05,23.05,8.05
2024-02-06,60224049.0,Bar,Ocean Mist,1x,Card,1005657.0,Lin Chedgey,Silver,0.1,1.0,1.2,1.08,0.42
2024-02-06,60224049.0,Bar,Sandalwood Spice,4x,Card,1005657.0,Lin Chedgey,Silver,0.1,1.0,7.99,7.19,-0.15
2024-02-06,60224050.0,Liquid,Citrus Breeze,0.25L,Cash,,,,0.0,1.0,1.46,1.46,0.56
2024-02-06,60224050.0,Liquid,Sandalwood Spice,0.25L,Cash,,,,0.0,4.0,17.0,17.0,7.2
2024-02-06,60224051.0,Bar,Coconut Dream,1x,Card,1009604.0,Fancie Coath,Bronze,0.05,4.999999999999999,13.7,13.01,5.81
2024-02-06,60224051.0,Liquid,Citrus Breeze,0.5L,Card,1009604.0,Fancie Coath,Bronze,0.05,4.0,9.92,9.42,2.26
2024-02-06,60224052.0,Bar,Fresh Rain,4x,Cash,,,,0.0,2.0,8.56,8.56,1.8
2024-02-06,60224052.0,Bar,Sandalwood Spice,4x,Cash,,,,0.0,2.9999999999999996,23.97,23.97,1.95
2024-02-06,60224053.0,Bar,Ocean Mist,1x,Cash,1008873.0,Darcie Wraight,Silver,0.1,2.0,2.4,2.16,0.84
2024-02-06,60224054.0,Bar,Citrus Breeze,1x,Card,,,,0.0,2.0,1.62,1.62,0.12
2024-02-06,60224054.0,Liquid,Eucalyptus Mint,0.25L,Card,,,,0.0,5.0,22.5,22.5,11.15
2024-02-06,60224054.0,Liquid,Lavender Fields,0.5L,Card,,,,0.0,4.0,19.8,19.8,7.84
2024-02-06,60224055.0,Bar,Lavender Fields,1x,Card,1006373.0,Chiquia Gateley,Bronze,0.05,1.0,1.77,1.68,0.43
2024-02-06,60224055.0,Bar,Fresh Rain,2x,Card,1006373.0,Chiquia Gateley,Bronze,0.05,4.0,7.56,7.18,0.02
2024-02-06,60224056.0,Liquid,Citrus Breeze,0.25L,Cash,1001555.0,Herb Capstack,Silver,0.1,2.0,2.92,2.63,0.83
2024-02-06,60224057.0,Liquid,Lavender Fields,0.25L,Cash,1005222.0,Janos Penrose,Bronze,0.05,2.0,4.6,4.37,1.37
2024-02-07,70224001.0,Liquid,Fresh Rain,0.5L,Card,1000247.0,Lyda Colcomb,Silver,0.1,2.0,4.5,4.05,-0.43
2024-02-07,70224001.0,Liquid,Citrus Breeze,1L,Card,1000247.0,Lyda Colcomb,Silver,0.1,1.0,5.92,5.33,1.78
2024-02-07,70224002.0,Liquid,Eucalyptus Mint,0.25L,Card,,,,0.0,1.0,4.5,4.5,2.23
2024-02-07,70224003.0,Bar,Lavender Fields,4x,Cash,1005863.0,Nixie Maxsted,Bronze,0.05,4.0,20.4,19.38,1.38
2024-02-07,70224003.0,Bar,Coconut Dream,4x,Cash,1005863.0,Nixie Maxsted,Bronze,0.05,4.0,38.52,36.59,15.87
2024-02-07,70224003.0,Liquid,Citrus Breeze,1L,Cash,1005863.0,Nixie Maxsted,Bronze,0.05,2.0,11.84,11.25,4.15
2024-02-07,70224004.0,Bar,Rose Garden,1x,Card,,,,0.0,5.0,12.25,12.25,4.5
2024-02-07,70224004.0,Liquid,Ocean Mist,1L,Card,,,,0.0,1.0,4.59,4.59,1.46
2024-02-07,70224005.0,Liquid,Fresh Rain,0.25L,Cash,1008785.0,Natalina Mephan,Bronze,0.05,3.0,4.29,4.08,0.69
2024-02-07,70224005.0,Liquid,Lavender Fields,1L,Cash,1008785.0,Natalina Mephan,Bronze,0.05,3.0,24.27,23.06,5.27
2024-02-07,70224006.0,Bar,Rose Garden,2x,Cash,1009713.0,Jemie Deuss,Silver,0.1,3.0,9.51,8.56,-0.29
2024-02-07,70224006.0,Bar,Eucalyptus Mint,2x,Cash,1009713.0,Jemie Deuss,Silver,0.1,4.0,24.92,22.43,8.07
2024-02-07,70224006.0,Liquid,Eucalyptus Mint,1L,Cash,1009713.0,Jemie Deuss,Silver,0.1,1.0,13.27,11.94,2.98
2024-02-07,70224007.0,Bar,Coconut Dream,1x,Card,1009191.0,Wylie Strute,Silver,0.1,4.999999999999999,13.7,12.33,5.13
2024-02-07,70224007.0,Bar,Cedarwood Forest,1x,Card,1009191.0,Wylie Strute,Silver,0.1,1.0,2.18,1.96,0.85
2024-02-07,70224008.0,Bar,Lavender Fields,4x,Card,1005031.0,Jessica Bentham,Gold,0.15,1.0,5.1,4.34,-0.16
2024-02-07,70224008.0,Liquid,Vanilla Bean,1L,Card,1005031.0,Jessica Bentham,Gold,0.15,4.0,50.0,42.5,-4.9
2024-02-07,70224009.0,Bar,Sandalwood Spice,2x,Cash,,,,0.0,4.0,30.28,30.28,14.76
2024-02-07,70224009.0,Liquid,Citrus Breeze,0.25L,Cash,,,,0.0,1.0,1.46,1.46,0.56
2024-02-07,70224009.0,Liquid,Sandalwood Spice,0.5L,Cash,,,,0.0,4.999999999999999,47.8,47.8,23.45
2024-02-07,70224010.0,Liquid,Ocean Mist,0.25L,Cash,,,,0.0,5.0,7.75,7.75,3.8
2024-02-07,70224010.0,Liquid,Sandalwood Spice,0.5L,Cash,,,,0.0,2.0,19.12,19.12,9.38
2024-02-07,70224011.0,Bar,Ocean Mist,4x,Cash,1000045.0,Hillier Farre,Silver,0.1,2.9999999999999996,13.95,12.56,5.42
2024-02-07,70224011.0,Liquid,Cedarwood Forest,0.5L,Cash,1000045.0,Hillier Farre,Silver,0.1,5.0,21.95,19.76,6.51
2024-02-07,70224012.0,Bar,Fresh Rain,2x,Cash,1001307.0,Tobin Ropcke,Silver,0.1,5.0,9.45,8.5,-0.45
2024-02-07,70224012.0,Bar,Citrus Breeze,4x,Cash,1001307.0,Tobin Ropcke,Silver,0.1,4.0,16.24,14.62,3.82
2024-02-07,70224012.0,Liquid,Rose Garden,1L,Cash,1001307.0,Tobin Ropcke,Silver,0.1,1.0,11.85,10.66,3.31
2024-02-07,70224013.0,Bar,Lavender Fields,1x,Card,1002280.0,Cleve Anersen,Bronze,0.05,2.0,3.54,3.36,0.86
2024-02-07,70224013.0,Liquid,Citrus Breeze,0.5L,Card,1002280.0,Cleve Anersen,Bronze,0.05,2.0,4.96,4.71,1.13
2024-02-07,70224013.0,Liquid,Eucalyptus Mint,0.5L,Card,1002280.0,Cleve Anersen,Bronze,0.05,1.0,8.88,8.44,3.93
2024-02-07,70224014.0,Liquid,Rose Garden,0.5L,Cash,1004740.0,Clyde Bettis,Bronze,0.05,3.0,21.15,20.09,8.99
2024-02-07,70224015.0,Bar,Fresh Rain,1x,Cash,1006382.0,Keefe Thoday,Silver,0.1,2.0,3.22,2.9,1.02
2024-02-07,70224015.0,Liquid,Rose Garden,0.5L,Cash,1006382.0,Keefe Thoday,Silver,0.1,4.0,28.2,25.38,10.58
2024-02-07,70224016.0,Bar,Cedarwood Forest,4x,Cash,1008994.0,Wilmer Hambling,,0.0,5.0,26.5,26.5,6.5
2024-02-07,70224017.0,Liquid,Lavender Fields,0.5L,Card,1003995.0,Henrik Goatman,Silver,0.1,2.0,9.9,8.91,2.93
2024-02-07,70224017.0,Liquid,Coconut Dream,1L,Card,1003995.0,Henrik Goatman,Silver,0.1,4.0,30.0,27.0,-0.32
2024-02-07,70224018.0,Bar,Cedarwood Forest,4x,Cash,1009804.0,Noell Mapledorum,Bronze,0.05,2.0,10.6,10.07,2.07
2024-02-07,70224018.0,Liquid,Vanilla Bean,1L,Cash,1009804.0,Noell Mapledorum,Bronze,0.05,5.0,62.5,59.38,0.13
2024-02-07,70224019.0,Bar,Eucalyptus Mint,4x,Cash,,,,0.0,5.0,41.5,41.5,7.5
2024-02-07,70224020.0,Liquid,Ocean Mist,0.5L,Cash,1007352.0,Dasi Gallager,Bronze,0.05,2.0,5.82,5.53,2.37
2024-02-07,70224021.0,Bar,Fresh Rain,2x,Card,1003923.0,Antonia Skitch,Bronze,0.05,1.0,1.89,1.8,0.01
2024-02-07,70224021.0,Liquid,Vanilla Bean,0.5L,Card,1003923.0,Antonia Skitch,Bronze,0.05,4.0,29.4,27.93,4.05
2024-02-07,70224022.0,Liquid,Rose Garden,0.5L,Cash,1000889.0,Debby Burl,Bronze,0.05,1.0,7.05,6.7,3.0
2024-02-07,70224023.0,Bar,Fresh Rain,2x,Cash,1003269.0,Hillel Arrundale,Gold,0.15,4.0,7.56,6.43,-0.73
2024-02-07,70224023.0,Liquid,Eucalyptus Mint,0.25L,Cash,1003269.0,Hillel Arrundale,Gold,0.15,2.0,9.0,7.65,3.11
2024-02-07,70224024.0,Bar,Lavender Fields,1x,Cash,1003745.0,Toddie Wildbore,Silver,0.1,2.9999999999999996,5.31,4.78,1.03
